GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.yaml,YamlOperations.new Resolver() {...},34,0,0,0,8,0,2,0,2,0
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.yaml,YamlOperations,54,0,0,0,10,0,3,0,3,0
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.codegen.config,DefaultBindingConfiguration.MetaschemaBindingConfiguration,0,39,0,0,0,8,0,5,0,5
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.codegen.config,DefaultBindingConfiguration,76,362,11,32,14,97,11,29,1,17
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.codegen.config,DefaultDefinitionBindingConfiguration,26,27,0,0,7,10,2,6,2,6
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model.metaschema,BindingConstraintLoader.MetaTargetedContraints,8,79,0,0,4,15,2,4,2,4
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model.metaschema,IBindingModuleLoader,5,0,0,0,2,0,1,0,1,0
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model.metaschema,BindingConstraintLoader,363,152,25,5,76,42,24,5,9,5
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model.metaschema,BindingModuleLoader,14,78,0,0,3,19,3,8,3,8
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model.metaschema,IBindingInstance,4,0,0,0,1,0,1,0,1,0
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model.metaschema,BindingConstraintLoader.MetaConstraintSet,0,11,0,0,0,5,0,3,0,3
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model.metaschema,BindingConstraintLoader.Context,4,62,0,0,0,15,1,6,1,6
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IBoundInstanceModelGroupedField,68,0,2,0,14,0,4,0,3,0
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IBoundInstanceModelChoiceGroup,22,27,0,2,6,4,4,5,4,4
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IBoundInstanceModelGroupedAssembly,38,30,1,1,8,6,2,2,1,2
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IBoundInstanceFlag,29,14,2,0,9,2,6,2,5,2
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IBoundInstanceModelGroupedNamed,56,0,4,0,14,0,9,0,7,0
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IBoundInstance,4,9,0,0,1,3,1,2,1,2
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IGroupAs,4,21,2,2,0,5,2,3,0,3
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IGroupAs.new IGroupAs() {...},2,7,0,0,1,3,1,3,1,3
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IBoundFieldValue,17,13,0,0,5,3,3,2,3,2
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IBoundInstanceModel,0,114,0,14,0,20,0,11,0,4
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IBoundInstanceModelFieldScalar,21,15,0,0,8,4,8,3,8,3
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IBoundInstanceModelAssembly,41,33,1,1,9,8,5,3,4,3
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IBoundDefinitionModelField,2,0,0,0,1,0,1,0,1,0
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IBoundInstanceModelNamed,4,32,0,2,1,8,1,7,1,6
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IBoundDefinitionModelFieldComplex,44,104,6,14,11,31,7,13,3,7
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IBoundInstanceModelFieldComplex,22,15,0,0,6,4,4,3,4,3
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IFeatureJavaField,46,43,0,0,10,14,1,3,1,3
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IBoundDefinitionModelAssembly,9,39,0,2,3,9,3,6,3,5
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,AbstractBoundModule,39,182,5,5,8,43,10,19,5,19
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IBoundInstanceModelField,27,44,2,4,5,13,2,3,0,2
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IBoundDefinitionModelComplex,34,12,2,2,8,6,2,2,0,2
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IBoundModule,12,32,0,0,4,4,0,2,0,2
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.xml,MetaschemaXmlWriter.ItemWriter,181,259,9,11,42,70,16,18,8,16
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.xml,MetaschemaXmlWriter.AbstractItemWriter,0,9,0,0,0,4,0,2,0,2
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.xml,MetaschemaXmlReader.MetaschemaData,11,16,0,0,4,5,4,1,4,1
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.xml,MetaschemaXmlWriter,22,67,2,6,7,19,4,5,2,3
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.xml,CommentFilter,0,11,0,2,0,2,0,3,0,2
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.xml,IXmlProblemHandler,4,12,0,0,2,4,2,2,2,2
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.xml,MetaschemaXmlReader,113,302,8,32,23,72,8,23,1,10
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.xml,DefaultXmlSerializer,41,90,5,3,14,28,5,7,1,7
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.xml,MetaschemaXmlWriter.ModelInstanceWriteHandler,0,16,0,0,0,6,0,2,0,2
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.xml,DefaultXmlDeserializer,46,150,2,4,9,37,2,12,0,11
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.xml,MetaschemaXmlReader.ItemReadHandler,41,244,5,9,11,64,7,19,2,17
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.xml,DefaultXmlProblemHandler,10,33,2,2,2,9,2,3,0,3
Metaschema Java Data Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.xml,MetaschemaXmlReader.ModelInstanceReadHandler,22,112,2,6,5,27,3,9,1,7
